term,domain,z,delta,count_domain,count_total,docfreq_domain,docfreq_total,ngram_len
force field,CCE,2.9441623361599025,1.9034990044533657,11.0,14.0,7,10,2
ev for,CCE,2.9441623361599025,1.9034990044533657,11.0,14.0,5,8,2
of machine learning,CCE,2.9441623361599025,1.9034990044533657,11.0,14.0,9,12,3
blue,CCE,2.9441623361599025,1.9034990044533657,11.0,14.0,9,11,1
of machine,CCE,2.9441623361599025,1.9034990044533657,11.0,14.0,9,12,2
the metal,CCE,2.9441623361599025,1.9034990044533657,11.0,14.0,8,11,2
thermodynamic,CCE,2.927477818514576,0.6693036409716386,39.0,76.0,26,52,1
theory,CCE,2.9274029880268015,0.3230947214500519,142.0,333.0,100,241,1
metals,CCE,2.90762743288978,0.7495559089110184,32.0,60.0,19,39,1
carrier,CCE,2.90762743288978,0.7495559089110184,32.0,60.0,17,32,1
atomistic simulations,CCE,2.9069572383068127,2.9744595168296346,11.0,12.0,8,9,2
resistive,CCE,2.9069572383068127,2.9744595168296346,11.0,12.0,5,6,1
coating,CCE,2.9069572383068127,2.9744595168296346,11.0,12.0,10,11,1
separations,CCE,2.9069572383068127,2.9744595168296346,11.0,12.0,8,9,1
barrier,CCE,2.905825437328965,0.9024904443470145,24.0,42.0,17,33,1
high-throughput,CCE,2.9011762174639655,1.1055978482463793,18.0,29.0,14,23,1
melting,CCE,2.9011762174639655,1.1055978482463793,18.0,29.0,11,15,1
the energy,CCE,2.9011762174639655,1.1055978482463793,18.0,29.0,17,27,2
room,CCE,2.897441725216536,0.8122382574096623,28.0,51.0,23,44,1
emission,CCE,2.897420785067311,0.7059787301435172,35.0,67.0,24,41,1
reduction,CCE,2.8947233183287433,0.6707114042081193,38.0,74.0,25,54,1
biological,CCE,2.8815396114901324,1.1434192843187496,17.0,27.0,12,22,1
formed,CCE,2.8815396114901324,1.1434192843187496,17.0,27.0,17,26,1
and kinetic,CCE,2.878978690884639,2.2084150061888295,10.0,12.0,7,9,2
the simulation,CCE,2.878978690884639,2.2084150061888295,10.0,12.0,9,11,2
microstructures,CCE,2.878978690884639,2.2084150061888295,10.0,12.0,8,10,1
doubles,CCE,2.878978690884639,2.2084150061888295,10.0,12.0,5,7,1
reduction of,CCE,2.878978690884639,2.2084150061888295,10.0,12.0,9,11,2
technique,CCE,2.875776046491805,0.7541347589725769,31.0,58.0,26,51,1
artificial,CCE,2.866951209485867,0.8202552804063057,27.0,49.0,22,38,1
nanowires,CCE,2.863249269878894,1.1877610070062374,16.0,25.0,3,6,1
semiconductors,CCE,2.850957981496028,0.9330097396897408,22.0,38.0,20,33,1
the formation of,CCE,2.8436619143844446,0.7590426237522063,30.0,56.0,25,47,3
room temperature,CCE,2.8363598642896823,0.8289624150107961,26.0,47.0,21,40,2
functionalization,CCE,2.831289744605283,1.3044641483826442,14.0,21.0,9,12,1
fraction of,CCE,2.831289744605283,1.3044641483826442,14.0,21.0,13,20,2
sputtering,CCE,2.831289744605283,1.3044641483826442,14.0,21.0,6,12,1
ions,CCE,2.82400041898286,0.9508802810055457,21.0,36.0,14,23,1
a predictive,CCE,2.81757424285751,1.3837315990841663,13.0,19.0,13,19,2
gold,CCE,2.81757424285751,1.3837315990841663,13.0,19.0,10,16,1
at a,CCE,2.8112859925049603,0.7643163117011333,29.0,54.0,27,51,2
aspect,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,5,8,1
nonadiabatic,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,6,10,1
xrd,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,8,11,1
databases,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,7,12,1
activated,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,9,13,1
laboratory,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,11,15,1
deposited,CCE,2.8046102631126875,1.4849615768786801,12.0,17.0,11,15,1
process regression,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,7,8,2
free-energy,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,6,7,1
resonators,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,4,5,1
adsorption and,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,10,11,2
circ c,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,7,8,2
adsorption energy,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,10,11,2
fibrous,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,4,5,1
and hydrogen,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,7,8,2
gaussian process regression,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,7,8,3
biomolecular,CCE,2.8006722419875105,2.8828089635851963,10.0,11.0,5,6,1
compositional,CCE,2.7974868468686664,0.9709167052126535,20.0,34.0,17,27,1
role of,CCE,2.7942411728041994,0.67543371107194,35.0,68.0,30,59,2
role,CCE,2.7933529041818894,0.4928856028257007,60.0,128.0,52,112,1
enable the,CCE,2.7901647567013987,1.6195782166073975,11.0,15.0,11,15,2
bright,CCE,2.7901647567013987,1.6195782166073975,11.0,15.0,10,13,1
the concept of,CCE,2.7901647567013987,1.6195782166073975,11.0,15.0,9,13,3
ion transport,CCE,2.7901647567013987,1.6195782166073975,11.0,15.0,7,10,2
a powerful,CCE,2.7786506751581546,0.7699983455778359,28.0,52.0,26,50,2
supported,CCE,2.7715366605973557,0.9935429127188602,19.0,32.0,14,27,1
these processes,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,10,13,2
simulations to,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,10,13,2
low-cost,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,10,13,1
in molecular,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,9,12,2
thermal annealing,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,6,8,2
qubit,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,6,9,1
discovery and,CCE,2.7677185341842216,1.8095247140977406,10.0,13.0,10,13,2
bulk,CCE,2.760129327544284,0.4909037041863611,59.0,126.0,41,85,1
density and,CCE,2.7462935252019314,1.0193026709369857,18.0,30.0,17,28,2
incorporation,CCE,2.7462935252019314,1.0193026709369857,18.0,30.0,14,23,1
sites,CCE,2.7457601608720217,0.7761381185150285,27.0,50.0,19,37,1
reference,CCE,2.7457601608720217,0.7761381185150285,27.0,50.0,22,43,1
subsequent,CCE,2.7219295722546657,1.0489058560941693,17.0,28.0,17,28,1
we have,CCE,2.7219295722546657,1.0489058560941693,17.0,28.0,14,22,2
sem,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,7,9,1
polycrystalline,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,8,10,1
excited state,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,7,9,2
lifshitz,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,3,5,1
device fabrication,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,8,10,2
two-component,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,3,5,1
a versatile,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,9,11,2
orientation and,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,8,10,2
dose,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,7,9,1
kinetics of,CCE,2.7166720811273226,2.1049845049618217,9.0,11.0,8,10,2
friction,CCE,2.7135748838761633,0.8728549160084231,22.0,39.0,7,14,1
operando,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,7,8,1
demonstrates the,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,9,10,2
learning interatomic potentials,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,7,8,3
chemisorption,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,7,8,1
energies of,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,8,9,2
surface area,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,8,9,2
in water,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,6,7,2
phase-field,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,6,7,1
for materials,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,8,9,2
process of,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,9,10,2
process that,CCE,2.6835014310287546,2.781128976366098,9.0,10.0,9,10,2
high-performance,CCE,2.6829878528307334,0.8868445902228945,21.0,37.0,19,35,1
increased,CCE,2.6792422390375057,0.7900318852015822,25.0,46.0,21,40,1
transistors,CCE,2.6766885296830996,1.1237704960357284,15.0,24.0,9,15,1
resistivity,CCE,2.6766885296830996,1.1237704960357284,15.0,24.0,8,17,1
bandgap,CCE,2.6766885296830996,1.1237704960357284,15.0,24.0,11,18,1
janus,CCE,2.6766885296830996,1.1237704960357284,15.0,24.0,4,5,1
initio,CCE,2.6611981998665626,0.7294807959146041,28.0,53.0,24,44,1
ab initio,CCE,2.6611981998665626,0.7294807959146041,28.0,53.0,24,44,2
into the,CCE,2.6609257496202128,0.5359996931150031,47.0,98.0,44,90,2
post-processing,CCE,2.6563101473839406,1.172134894346799,14.0,22.0,12,17,1
redistribution,CCE,2.6563101473839406,1.172134894346799,14.0,22.0,12,19,1
surface and,CCE,2.6563101473839406,1.172134894346799,14.0,22.0,14,22,2
confined,CCE,2.652567955385677,0.9024647195356117,20.0,35.0,12,25,1
densities,CCE,2.652567955385677,0.9024647195356117,20.0,35.0,14,26,1
and electronic,CCE,2.652567955385677,0.9024647195356117,20.0,35.0,19,32,2
design,CCE,2.6480395642710786,0.3005323165271534,133.0,316.0,91,216,1
designing,CCE,2.645637034769712,0.7979341041192534,24.0,44.0,22,39,1
to investigate the,CCE,2.6377706173881514,1.2310266672170957,13.0,20.0,13,20,3
the impact,CCE,2.6377706173881514,1.2310266672170957,13.0,20.0,11,17,2
mixtures,CCE,2.6377706173881514,1.2310266672170957,13.0,20.0,8,13,1
lithium,CCE,2.6377706173881514,1.2310266672170957,13.0,20.0,7,13,1
stabilization,CCE,2.6377706173881514,1.2310266672170957,13.0,20.0,9,16,1
ultraviolet,CCE,2.6377706173881514,1.2310266672170957,13.0,20.0,8,15,1
has been,CCE,2.625210872168908,0.5343040023369259,46.0,96.0,40,87,2
insight into,CCE,2.6224036828840656,0.9200201553570686,19.0,33.0,19,33,2
with experimental,CCE,2.6212333033340327,1.3044483976115,12.0,18.0,10,16,2
room-temperature,CCE,2.6212333033340327,1.3044483976115,12.0,18.0,9,15,1
excitation,CCE,2.620191375328776,0.5697742962960071,41.0,84.0,28,61,1
from to,CCE,2.611822725285646,0.806595876825769,23.0,42.0,19,35,2
next-generation,CCE,2.611822725285646,0.806595876825769,23.0,42.0,23,41,1
concentration,CCE,2.611822725285646,0.806595876825769,23.0,42.0,16,31,1
of surface,CCE,2.6065215153121586,1.3988319497772093,11.0,16.0,11,16,2
intensities,CCE,2.6065215153121586,1.3988319497772093,11.0,16.0,6,10,1
single crystals,CCE,2.6065215153121586,1.3988319497772093,11.0,16.0,8,13,2
materials in,CCE,2.6065215153121586,1.3988319497772093,11.0,16.0,10,15,2
concept of,CCE,2.6065215153121586,1.3988319497772093,11.0,16.0,9,14,2
sensing and,CCE,2.6065215153121586,1.3988319497772093,11.0,16.0,8,13,2
transport and,CCE,2.5926052250036475,0.9398974833583686,18.0,31.0,15,26,2
of two,CCE,2.5926052250036475,0.9398974833583686,18.0,31.0,18,31,2
the initial,CCE,2.5926052250036475,0.9398974833583686,18.0,31.0,15,27,2
incorporation of,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,8,12,2
scanning electron,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,10,14,2
for modeling,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,8,12,2
bayesian optimization,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,5,8,2
absorption and,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,7,10,2
chemistry and,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,8,12,2
the growth,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,8,12,2
utilized,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,10,14,1
of hydrogen,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,8,10,2
plasmonic,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,4,6,1
droplets,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,4,7,1
rational design of,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,10,14,3
building blocks,CCE,2.592410081684487,1.5253303452080438,10.0,14.0,8,12,2
vibrational,CCE,2.577822484833565,0.8161325453457486,22.0,40.0,11,25,1
highlighting,CCE,2.577822484833565,0.8161325453457486,22.0,40.0,21,39,1
processing and,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,9,12,2
of water,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,8,11,2
cycling,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,7,10,1
her,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,4,6,1
electron beam,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,4,6,2
powder,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,8,11,1
electron diffraction,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,8,10,2
methodologies,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,9,12,1
valuable insights,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,9,12,2
composites,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,8,10,1
led,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,9,12,1
at elevated,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,5,8,2
samples with,CCE,2.5743916093776407,1.7055245087347952,9.0,12.0,9,12,2
phenomena,CCE,2.566545161360924,0.5485698788339128,42.0,87.0,32,71,1
of new,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,8,9,2
surface chemistry,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,6,7,2
porosity,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,6,7,1
superconducting qubits,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,5,6,2
processes are,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,8,9,2
and environmental,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,8,9,2
the glass,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,6,7,2
to ev,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,6,7,2
hydrophobic,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,5,6,1
hydrogenation,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,5,6,1
the excited,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,7,8,2
rings,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,4,5,1
intramolecular,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,7,8,1
bonded,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,5,6,1
attractive for,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,8,9,2
light-emitting,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,6,7,1
polariton,CCE,2.5528803098569255,2.667050329827525,8.0,9.0,4,5,1
diamond,CCE,2.543666814750313,0.8266841394996032,21.0,38.0,7,17,1
in confined,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,5,6,2
surfaces of,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,7,9,2
attosecond,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,4,5,1
the mechanisms,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,8,10,2
overall the,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,8,10,2
thermodynamic and,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,6,8,2
excess,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,6,7,1
pulsed,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,8,10,1
solute,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,6,7,1
it was,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,7,9,2
solution-processed,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,5,6,1
reconfigurable,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,5,7,1
integrated with,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,8,10,2
si and,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,6,8,2
simulations are,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,8,10,2
advancement,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,6,8,1
reactors,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,8,10,1
chemical reactions,CCE,2.5362732881158645,1.9891559134664991,8.0,10.0,7,9,2
generally,CCE,2.534690275447863,0.9887646974701543,16.0,27.0,16,27,1
dynamics,CCE,2.530886242785976,0.23584299446257173,192.0,474.0,115,282,1
crucial,CCE,2.5158201034487435,0.6170151295549839,33.0,66.0,32,65,1
the use,CCE,2.5093956049821036,0.8384223833400863,20.0,36.0,19,35,2
potential for,CCE,2.5093956049821036,0.8384223833400863,20.0,36.0,20,36,2
the use of,CCE,2.5093956049821036,0.8384223833400863,20.0,36.0,19,35,3
theory dft,CCE,2.5093956049821036,0.8384223833400863,20.0,36.0,20,36,2
scientific,CCE,2.5093956049821036,0.8384223833400863,20.0,36.0,11,23,1
membrane,CCE,2.5069605184537176,1.0192819338193804,15.0,25.0,7,12,1
active learning,CCE,2.5069605184537176,1.0192819338193804,15.0,25.0,10,16,2
air,CCE,2.5069605184537176,1.0192819338193804,15.0,25.0,12,21,1
simulation of,CCE,2.5069605184537176,1.0192819338193804,15.0,25.0,14,24,2
in this,CCE,2.5008249201968185,0.2514391430183762,166.0,406.0,158,390,2
ferroelectric,CCE,2.4909130313558094,0.5890606633549513,35.0,71.0,12,28,1
integration,CCE,2.4909130313558094,0.5890606633549513,35.0,71.0,28,61,1
presented,CCE,2.4811053292073346,0.7556884354283824,23.0,43.0,23,42,1
samples,CCE,2.4804364130809415,0.4724482243542525,51.0,110.0,40,85,1
for designing,CCE,2.480387926943333,1.0553459920979993,14.0,23.0,14,23,2
radiative,CCE,2.480387926943333,1.0553459920979993,14.0,23.0,8,14,1
functional theory dft,CCE,2.4750608475316738,0.8515602424138731,19.0,34.0,19,34,3
thin film,CCE,2.4552998282010607,1.0986515042798803,13.0,21.0,9,16,2
of chemical,CCE,2.4552998282010607,1.0986515042798803,13.0,21.0,13,20,2
analyzed,CCE,2.4552998282010607,1.0986515042798803,13.0,21.0,13,21,1
crystals,CCE,2.4532569341099872,0.5434784417914047,39.0,81.0,20,47,1
simulations of,CCE,2.4438805705675843,0.7624729258023635,22.0,41.0,19,35,2
modelling,CCE,2.4407302362933625,0.8663651615295009,18.0,32.0,11,23,1
the mechanical,CCE,2.432082996035501,1.15167889725077,12.0,19.0,7,14,2
conductance,CCE,2.432082996035501,1.15167889725077,12.0,19.0,6,13,1
cells,CCE,2.4310687685540415,0.6997396365426738,25.0,48.0,17,30,1
low,CCE,2.4294083436667155,0.36770570890965715,77.0,176.0,58,136,1
we report,CCE,2.418804090618249,0.49282234242914136,45.0,96.0,45,94,2
pathway for,CCE,2.4111519884435832,1.2182232789581544,11.0,17.0,10,15,2
process in,CCE,2.4111519884435832,1.2182232789581544,11.0,17.0,11,16,2
hexagonal boron nitride,CCE,2.4111519884435832,1.2182232789581544,11.0,17.0,8,12,3
hexagonal boron,CCE,2.4111519884435832,1.2182232789581544,11.0,17.0,8,12,2
at room,CCE,2.406491979807188,0.8831777817426207,17.0,30.0,15,27,2
compatible,CCE,2.406491979807188,0.8831777817426207,17.0,30.0,16,28,1
interpretation,CCE,2.406491979807188,0.8831777817426207,17.0,30.0,16,29,1
a kinetic,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
current density,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,4,5,2
roadmap,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,1
in silicon,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,5,6,2
films and,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
argon,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,4,5,1
materials have,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
compressive,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,5,6,1
potentials and,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
effects are,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
and water,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,5,6,2
grown on,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
salt,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,4,5,1
within the framework,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,3
for molecular,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
time scale,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,4,5,2
single-phase,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,1
processing conditions,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
dft and,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
material and,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
optoelectronic devices,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
and device,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
processes of,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
md simulations,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,6,7,2
and processing,CCE,2.405245909077869,2.5372517816307507,7.0,8.0,7,8,2
singlet,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,6,10,1
atomically,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,6,11,1
excited-state,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,6,10,1
elevated,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,6,11,1
the impact of,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,9,14,3
mno,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,3,6,1
single-atom,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,6,7,1
their potential,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,9,14,2
of approximately,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,8,13,2
intercalation,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,3,5,1
fluids,CCE,2.3928187891710286,1.3044326472731793,10.0,15.0,6,10,1
at the,CCE,2.3858256106977733,0.3019815016001859,107.0,254.0,87,199,2
contacts,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,5,8,1
front,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,4,8,1
a powerful tool,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,9,13,3
effects on,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,7,11,2
exhibited,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,8,12,1
cyclic,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,6,9,1
thermal transport,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,4,5,2
and without,CCE,2.3768397342054115,1.4210634933774227,9.0,13.0,7,11,2
